Text,is_toxic
เคยได้ยินคนแก่ที่เป็นสลิ่มคนนึงบอก ไม่เกี่ยวกับพ่อแม่หรอก เป็นที่สันดานเด็กเอง กุแบบ เอ้า นิสัย การกระทำ หรือแม้แต่ความคิดทัศนคติของเด็กมันก็ต้องได้มาจากพ่อแม่ และสภาพแวดล้อมที่โตมาป่าว อยู่ๆมันจะเป็นแบบนั้นเองได้ไง งง เหมือนแค่อยากจะด่าเด็กอะ ไม่นึกภาพความเป็นจริงไรทั้งนั้น,0
สันดานชุบมือเปิบ ไม่ได้รดน้ำใส่ปุ๋ย แต่เห็นมีผลก็จะเก็บกิน,1
มีมือเท้าเท่ากัน แต่สันดานไม่เหมือนกัน,0
สันดานเมียน้อยมันชอบแสดงตัวจริงไม่งั้นมันจะยอมเสียตัวฟรีเหรอ,0
สันดานอย่ามึงสอนตัวเองให้ได้ก่อน,1
งงมาก ลอยแพกุเฉย สันดาน,0
โอ๊ยโง่อี่สันดานเหี้ย พ่อแม่รู้ไหมเนี่ยว่าลูกตัวเองบ้าผู้ชายจนตามด่าคนอื่นเหมือนหมาบ้าอ่ะ,1
ชาติไหนจะมาชี้แจงคะ เจ้าตัวหายหายไปเลยสันดานเสียมากโกงหน้าด้านๆทุเรศอะ รบกวนมาด้วยค่ะอยากได้เงินคืน,0
เกลียดมากเวลาทวิตกูแมสแล้วคนเพจเอาไปแคปลงเฟสบุคแล้วทัวร์มาลงกู ถามกูก่อนยังว่าอนุญาตป่าว สันดาน,0
เลิกนะคะสันดานมารยาทเสียเเล้วเอาทวิตคนอื่นไปแขวนด่ากันเล่นเนี้ย มารยาทค่ะ,0
คือเรื่องศัลยกรรม มึงปิดหูปิดตากับทุกวงเลยก็ได้นะเพราะมันทำกันหมด ยอมรับความจริงแล้วเลิกเอามาด่า มึงคิดให้ได้ก่อนว่าวงกูทำวงมึงก็ทำ ไม่ต่างกัน จะได้เข้าใจว่าควรเลิกเอามาด่า สันดาน,0
อย่ามาเล่นลิ้นนะคะถ้าพรุ่งนี้ไม่โอนกูไม่รอแล้วนะคะไม่พูดจาดีแล้วค่ะอีสัสพอ นะคะอีดอก จะให้กูไปเรียนใหม่แต่มึงจะไม่จบเอานะคะถ้าสันดานแบบนี้เพราะกูจะแหกไม่ให้จบค่ะ พับไมค์,0
